trait	trait_id	trait_name	description	value	value_description	alternative_value	type	source_token	source_name
t14333_Bristol_stool_scale2	14333	Bristol_stool_scale2	Bristol Stool Scale, classifies the form of human faeces into seven categories. (2)	4	type 4		discrete	QUPG	question form popgen
t14333_Bristol_stool_scale2	14333	Bristol_stool_scale2	Bristol Stool Scale, classifies the form of human faeces into seven categories. (2)	5	type 5		discrete	QUPG	question form popgen
t14333_Bristol_stool_scale2	14333	Bristol_stool_scale2	Bristol Stool Scale, classifies the form of human faeces into seven categories. (2)	6	type 6		discrete	QUPG	question form popgen
t14333_Bristol_stool_scale2	14333	Bristol_stool_scale2	Bristol Stool Scale, classifies the form of human faeces into seven categories. (2)	7	type 7		discrete	QUPG	question form popgen
t14333_Bristol_stool_scale2	14333	Bristol_stool_scale2	Bristol Stool Scale, classifies the form of human faeces into seven categories. (2)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t14333_Bristol_stool_scale2	14333	Bristol_stool_scale2	Bristol Stool Scale, classifies the form of human faeces into seven categories. (2)	9999999	missing		discrete	QUPG	question form popgen
t14334_Bristol_stool_scale3	14334	Bristol_stool_scale3	Bristol Stool Scale, classifies the form of human faeces into seven categories. (3)	1	type 1		discrete	QUPG	question form popgen
t14334_Bristol_stool_scale3	14334	Bristol_stool_scale3	Bristol Stool Scale, classifies the form of human faeces into seven categories. (3)	2	type 2		discrete	QUPG	question form popgen
t14334_Bristol_stool_scale3	14334	Bristol_stool_scale3	Bristol Stool Scale, classifies the form of human faeces into seven categories. (3)	3	type 3		discrete	QUPG	question form popgen
t14334_Bristol_stool_scale3	14334	Bristol_stool_scale3	Bristol Stool Scale, classifies the form of human faeces into seven categories. (3)	4	type 4		discrete	QUPG	question form popgen
t14334_Bristol_stool_scale3	14334	Bristol_stool_scale3	Bristol Stool Scale, classifies the form of human faeces into seven categories. (3)	5	type 5		discrete	QUPG	question form popgen
t14334_Bristol_stool_scale3	14334	Bristol_stool_scale3	Bristol Stool Scale, classifies the form of human faeces into seven categories. (3)	6	type 6		discrete	QUPG	question form popgen
t14334_Bristol_stool_scale3	14334	Bristol_stool_scale3	Bristol Stool Scale, classifies the form of human faeces into seven categories. (3)	7	type 7		discrete	QUPG	question form popgen
t14334_Bristol_stool_scale3	14334	Bristol_stool_scale3	Bristol Stool Scale, classifies the form of human faeces into seven categories. (3)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t14334_Bristol_stool_scale3	14334	Bristol_stool_scale3	Bristol Stool Scale, classifies the form of human faeces into seven categories. (3)	9999999	missing		discrete	QUPG	question form popgen
t14335_Bristol_stool_scale4	14335	Bristol_stool_scale4	Bristol Stool Scale, classifies the form of human faeces into seven categories. (4)	1	type 1		discrete	QUPG	question form popgen
t14335_Bristol_stool_scale4	14335	Bristol_stool_scale4	Bristol Stool Scale, classifies the form of human faeces into seven categories. (4)	2	type 2		discrete	QUPG	question form popgen
t14335_Bristol_stool_scale4	14335	Bristol_stool_scale4	Bristol Stool Scale, classifies the form of human faeces into seven categories. (4)	3	type 3		discrete	QUPG	question form popgen
t14335_Bristol_stool_scale4	14335	Bristol_stool_scale4	Bristol Stool Scale, classifies the form of human faeces into seven categories. (4)	4	type 4		discrete	QUPG	question form popgen
t14335_Bristol_stool_scale4	14335	Bristol_stool_scale4	Bristol Stool Scale, classifies the form of human faeces into seven categories. (4)	5	type 5		discrete	QUPG	question form popgen
t14335_Bristol_stool_scale4	14335	Bristol_stool_scale4	Bristol Stool Scale, classifies the form of human faeces into seven categories. (4)	6	type 6		discrete	QUPG	question form popgen
t14335_Bristol_stool_scale4	14335	Bristol_stool_scale4	Bristol Stool Scale, classifies the form of human faeces into seven categories. (4)	7	type 7		discrete	QUPG	question form popgen
t14335_Bristol_stool_scale4	14335	Bristol_stool_scale4	Bristol Stool Scale, classifies the form of human faeces into seven categories. (4)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t14335_Bristol_stool_scale4	14335	Bristol_stool_scale4	Bristol Stool Scale, classifies the form of human faeces into seven categories. (4)	9999999	missing		discrete	QUPG	question form popgen
t19769_e-cigarette	19769	e-cigarette	Do you use e-cigarettes?	1	yes		discrete	QUPG	question form popgen
t19769_e-cigarette	19769	e-cigarette	Do you use e-cigarettes?	2	no		discrete	QUPG	question form popgen
t19769_e-cigarette	19769	e-cigarette	Do you use e-cigarettes?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t19769_e-cigarette	19769	e-cigarette	Do you use e-cigarettes?	9999999	missing		discrete	QUPG	question form popgen
t19997_alt_therapy_months6	19997	alt_therapy_months6	How many months did you receive the complementary/ alternative therapy? (6)	0 - 450			continuous	QUPG	question form popgen
t19997_alt_therapy_months6	19997	alt_therapy_months6	How many months did you receive the complementary/ alternative therapy? (6)	888	when needed		continuous	QUPG	question form popgen
t19997_alt_therapy_months6	19997	alt_therapy_months6	How many months did you receive the complementary/ alternative therapy? (6)	999	always		continuous	QUPG	question form popgen
t19997_alt_therapy_months6	19997	alt_therapy_months6	How many months did you receive the complementary/ alternative therapy? (6)	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t19997_alt_therapy_months6	19997	alt_therapy_months6	How many months did you receive the complementary/ alternative therapy? (6)	9999999	missing		continuous	QUPG	question form popgen
t20603_vedolizumab_12m	20603	vedolizumab_12m	Did you take the medicament Vedolizumab due to your PSC and / or IBD during the last 12 months?	1	yes		discrete	QUPG	question form popgen
t20603_vedolizumab_12m	20603	vedolizumab_12m	Did you take the medicament Vedolizumab due to your PSC and / or IBD during the last 12 months?	2	no		discrete	QUPG	question form popgen
t20603_vedolizumab_12m	20603	vedolizumab_12m	Did you take the medicament Vedolizumab due to your PSC and / or IBD during the last 12 months?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t20603_vedolizumab_12m	20603	vedolizumab_12m	Did you take the medicament Vedolizumab due to your PSC and / or IBD during the last 12 months?	9999999	missing		discrete	QUPG	question form popgen
t20604_ustekinumab_12m	20604	ustekinumab_12m	Did you take the medicament Ustekinumab due to your PSC and / or IBD during the last 12 months?	1	yes		discrete	QUPG	question form popgen
t20604_ustekinumab_12m	20604	ustekinumab_12m	Did you take the medicament Ustekinumab due to your PSC and / or IBD during the last 12 months?	2	no		discrete	QUPG	question form popgen
t20604_ustekinumab_12m	20604	ustekinumab_12m	Did you take the medicament Ustekinumab due to your PSC and / or IBD during the last 12 months?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t20604_ustekinumab_12m	20604	ustekinumab_12m	Did you take the medicament Ustekinumab due to your PSC and / or IBD during the last 12 months?	9999999	missing		discrete	QUPG	question form popgen
t20865_alt_therapy_which6	20865	alt_therapy_which6	Which complementary/ alternative medicine did/do you receive? (6)	1	Indian plantago		discrete	QUPG	question form popgen
t20865_alt_therapy_which6	20865	alt_therapy_which6	Which complementary/ alternative medicine did/do you receive? (6)	2	yoga		discrete	QUPG	question form popgen
t20865_alt_therapy_which6	20865	alt_therapy_which6	Which complementary/ alternative medicine did/do you receive? (6)	3	acupuncture		discrete	QUPG	question form popgen
t20865_alt_therapy_which6	20865	alt_therapy_which6	Which complementary/ alternative medicine did/do you receive? (6)	4	helminthic therapy (TSO)		discrete	QUPG	question form popgen
t20865_alt_therapy_which6	20865	alt_therapy_which6	Which complementary/ alternative medicine did/do you receive? (6)	5	curcumin		discrete	QUPG	question form popgen
t20865_alt_therapy_which6	20865	alt_therapy_which6	Which complementary/ alternative medicine did/do you receive? (6)	6	phytotherapy		discrete	QUPG	question form popgen
t20865_alt_therapy_which6	20865	alt_therapy_which6	Which complementary/ alternative medicine did/do you receive? (6)	7	immunomodulation		discrete	QUPG	question form popgen
t20865_alt_therapy_which6	20865	alt_therapy_which6	Which complementary/ alternative medicine did/do you receive? (6)	8	probiotics		discrete	QUPG	question form popgen
t20865_alt_therapy_which6	20865	alt_therapy_which6	Which complementary/ alternative medicine did/do you receive? (6)	9	homeopathy		discrete	QUPG	question form popgen
t20865_alt_therapy_which6	20865	alt_therapy_which6	Which complementary/ alternative medicine did/do you receive? (6)	10	other		discrete	QUPG	question form popgen
t20865_alt_therapy_which6	20865	alt_therapy_which6	Which complementary/ alternative medicine did/do you receive? (6)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t20865_alt_therapy_which6	20865	alt_therapy_which6	Which complementary/ alternative medicine did/do you receive? (6)	9999999	missing		discrete	QUPG	question form popgen
